result/tencentBlock.ns1923.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      313, 3248248 req, miss ratio 0.5205, byte miss ratio 0.5205
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   125368, 3248248 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   250737, 3248248 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      313, 3248248 req, miss ratio 0.5280, byte miss ratio 0.5280
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      940, 3248248 req, miss ratio 0.3418, byte miss ratio 0.3418
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     3134, 3248248 req, miss ratio 0.2519, byte miss ratio 0.2519
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     9402, 3248248 req, miss ratio 0.2272, byte miss ratio 0.2272
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    31342, 3248248 req, miss ratio 0.1729, byte miss ratio 0.1729
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    62684, 3248248 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   125368, 3248248 req, miss ratio 0.1044, byte miss ratio 0.1044
result/tencentBlock.ns1923.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   250737, 3248248 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      313, 3248248 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      940, 3248248 req, miss ratio 0.3541, byte miss ratio 0.3541
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     3134, 3248248 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     9402, 3248248 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    31342, 3248248 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    62684, 3248248 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   125368, 3248248 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns1923.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   250737, 3248248 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      313, 3248248 req, miss ratio 0.9076, byte miss ratio 0.9076
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      940, 3248248 req, miss ratio 0.7741, byte miss ratio 0.7741
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     3134, 3248248 req, miss ratio 0.6574, byte miss ratio 0.6574
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     9402, 3248248 req, miss ratio 0.5441, byte miss ratio 0.5441
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    31342, 3248248 req, miss ratio 0.4106, byte miss ratio 0.4106
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    62684, 3248248 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   125368, 3248248 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   250737, 3248248 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      313, 3248248 req, miss ratio 0.5205, byte miss ratio 0.5205
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      940, 3248248 req, miss ratio 0.3397, byte miss ratio 0.3397
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     3134, 3248248 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     9402, 3248248 req, miss ratio 0.2177, byte miss ratio 0.2177
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    31342, 3248248 req, miss ratio 0.1707, byte miss ratio 0.1707
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    62684, 3248248 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   125368, 3248248 req, miss ratio 0.1182, byte miss ratio 0.1182
result/tencentBlock.ns1923.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   250737, 3248248 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size      313, 3248248 req, miss ratio 0.9549, byte miss ratio 0.9549
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     1567, 3248248 req, miss ratio 0.9155, byte miss ratio 0.9155
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     3134, 3248248 req, miss ratio 0.8996, byte miss ratio 0.8996
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     6268, 3248248 req, miss ratio 0.8755, byte miss ratio 0.8755
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    15671, 3248248 req, miss ratio 0.7609, byte miss ratio 0.7609
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    31342, 3248248 req, miss ratio 0.7032, byte miss ratio 0.7032
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    62684, 3248248 req, miss ratio 0.5844, byte miss ratio 0.5844
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size   125368, 3248248 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      313, 3248248 req, miss ratio 0.9076, byte miss ratio 0.9076
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1567, 3248248 req, miss ratio 0.7081, byte miss ratio 0.7081
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     3134, 3248248 req, miss ratio 0.6574, byte miss ratio 0.6574
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     6268, 3248248 req, miss ratio 0.5942, byte miss ratio 0.5942
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    15671, 3248248 req, miss ratio 0.4844, byte miss ratio 0.4844
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    31342, 3248248 req, miss ratio 0.4106, byte miss ratio 0.4106
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    62684, 3248248 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns1923.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   125368, 3248248 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      313, 3248248 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     1567, 3248248 req, miss ratio 0.3326, byte miss ratio 0.3326
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     3134, 3248248 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     6268, 3248248 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    15671, 3248248 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    31342, 3248248 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    62684, 3248248 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   125368, 3248248 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size      313, 3248248 req, miss ratio 0.5171, byte miss ratio 0.5171
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     1567, 3248248 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     3134, 3248248 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size     6268, 3248248 req, miss ratio 0.2319, byte miss ratio 0.2319
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    15671, 3248248 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    31342, 3248248 req, miss ratio 0.1630, byte miss ratio 0.1630
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size    62684, 3248248 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns1923.oracleGeneral.bin              S3LRUlru-1-0.1000-2 cache size   125368, 3248248 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size      313, 3248248 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     1567, 3248248 req, miss ratio 0.3326, byte miss ratio 0.3326
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     3134, 3248248 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size     6268, 3248248 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    15671, 3248248 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    31342, 3248248 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size    62684, 3248248 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns1923.oracleGeneral.bin        S3LFUFIFO-fifo-1-0.1000-1 cache size   125368, 3248248 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size      313, 3248248 req, miss ratio 0.9549, byte miss ratio 0.9549
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     1567, 3248248 req, miss ratio 0.9155, byte miss ratio 0.9155
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     3134, 3248248 req, miss ratio 0.8996, byte miss ratio 0.8996
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size     6268, 3248248 req, miss ratio 0.8755, byte miss ratio 0.8755
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    15671, 3248248 req, miss ratio 0.7609, byte miss ratio 0.7609
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    31342, 3248248 req, miss ratio 0.7032, byte miss ratio 0.7032
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size    62684, 3248248 req, miss ratio 0.5844, byte miss ratio 0.5844
result/tencentBlock.ns1923.oracleGeneral.bin                              LFU cache size   125368, 3248248 req, miss ratio 0.4091, byte miss ratio 0.4091
